codice_1_livello,label_1_livello_ENG,codice_2_livello,label_2_livello_ENG,definizione_ENG,codice_3_livello,label_3_livello_ENG,definizione_3_livello_ENG
SH,Social Sciences & Humanities,SH2,"Institutions, Values, Environment and Space","Political science, law, sustainability science, geography, regional studies and planning",SH2_4,"Constitutions, human rights, comparative law, humanitarian law, anti-discrimination law",
SH,Social Sciences & Humanities,SH2,"Institutions, Values, Environment and Space","Political science, law, sustainability science, geography, regional studies and planning",SH2_5,"International relations, global and transnational governance",
SH,Social Sciences & Humanities,SH2,"Institutions, Values, Environment and Space","Political science, law, sustainability science, geography, regional studies and planning",SH2_6,"Sustainability sciences, environment and resources",
SH,Social Sciences & Humanities,SH2,"Institutions, Values, Environment and Space","Political science, law, sustainability science, geography, regional studies and planning",SH2_7,"Environmental and climate change, societal impact and policy",
SH,Social Sciences & Humanities,SH2,"Institutions, Values, Environment and Space","Political science, law, sustainability science, geography, regional studies and planning",SH2_8,"Energy, transportation and mobility",
SH,Social Sciences & Humanities,SH2,"Institutions, Values, Environment and Space","Political science, law, sustainability science, geography, regional studies and planning",SH2_9,"Urban, regional and rural studies",
SH,Social Sciences & Humanities,SH2,"Institutions, Values, Environment and Space","Political science, law, sustainability science, geography, regional studies and planning",SH2_10,Land use and regional planning,
SH,Social Sciences & Humanities,SH2,"Institutions, Values, Environment and Space","Political science, law, sustainability science, geography, regional studies and planning",SH2_11,"Human, economic and social geography",
SH,Social Sciences & Humanities,SH2,"Institutions, Values, Environment and Space","Political science, law, sustainability science, geography, regional studies and planning",SH2_12,"GIS, spatial analysis; big data in political,geographical and legal studies",
SH,Social Sciences & Humanities,SH3,"The Social World, Diversity, Population","Sociology, social psychology, social anthropology, demography, education, communication",SH3_1,"Social structure, social mobility",
SH,Social Sciences & Humanities,SH3,"The Social World, Diversity, Population","Sociology, social psychology, social anthropology, demography, education, communication",SH3_2,"Inequalities, discrimination, prejudice, aggression and violence, antisocial behaviour",
SH,Social Sciences & Humanities,SH3,"The Social World, Diversity, Population","Sociology, social psychology, social anthropology, demography, education, communication",SH3_3,"Social integration, exclusion, prosocial behaviour",
SH,Social Sciences & Humanities,SH3,"The Social World, Diversity, Population","Sociology, social psychology, social anthropology, demography, education, communication",SH3_4,Attitudes and beliefs,
SH,Social Sciences & Humanities,SH3,"The Social World, Diversity, Population","Sociology, social psychology, social anthropology, demography, education, communication",SH3_5,Social influence; power and group behaviou,
SH,Social Sciences & Humanities,SH3,"The Social World, Diversity, Population","Sociology, social psychology, social anthropology, demography, education, communication",SH3_6,"Kinship; diversity and identities, gender, interethnic relations",
SH,Social Sciences & Humanities,SH3,"The Social World, Diversity, Population","Sociology, social psychology, social anthropology, demography, education, communication",SH3_7,"Social policies, welfare",
SH,Social Sciences & Humanities,SH3,"The Social World, Diversity, Population","Sociology, social psychology, social anthropology, demography, education, communication",SH3_8,"Population dynamics; households, family and fertility",
SH,Social Sciences & Humanities,SH3,"The Social World, Diversity, Population","Sociology, social psychology, social anthropology, demography, education, communication",SH3_9,"Health, ageing and society",
SH,Social Sciences & Humanities,SH3,"The Social World, Diversity, Population","Sociology, social psychology, social anthropology, demography, education, communication",SH3_10,"Religious studies, ritual; symbolic representation",
SH,Social Sciences & Humanities,SH3,"The Social World, Diversity, Population","Sociology, social psychology, social anthropology, demography, education, communication",SH3_11,"Social aspects of learning, curriculum studies, educational policies",
SH,Social Sciences & Humanities,SH3,"The Social World, Diversity, Population","Sociology, social psychology, social anthropology, demography, education, communication",SH3_12,"Communication and information, networks, media",
SH,Social Sciences & Humanities,SH3,"The Social World, Diversity, Population","Sociology, social psychology, social anthropology, demography, education, communication",SH3_13,Digital social research,
SH,Social Sciences & Humanities,SH3,"The Social World, Diversity, Population","Sociology, social psychology, social anthropology, demography, education, communication",SH3_14,Science and technology studies,
SH,Social Sciences & Humanities,SH4,The Human Mind and Its Complexity,"Cognitive science, psychology, linguistics, philosophy of mind",SH4_1,"Cognitive basis ofhuman development and education, developmental disorders; comparative cognition",
SH,Social Sciences & Humanities,SH4,The Human Mind and Its Complexity,"Cognitive science, psychology, linguistics, philosophy of mind",SH4_2,Personality and social cognition; emotion,
SH,Social Sciences & Humanities,SH4,The Human Mind and Its Complexity,"Cognitive science, psychology, linguistics, philosophy of mind",SH4_3,Clinical and health psychology,
SH,Social Sciences & Humanities,SH4,The Human Mind and Its Complexity,"Cognitive science, psychology, linguistics, philosophy of mind",SH4_4,Neuropsychology,
SH,Social Sciences & Humanities,SH4,The Human Mind and Its Complexity,"Cognitive science, psychology, linguistics, philosophy of mind",SH4_5,"Attention, perception, action, consciousness",
SH,Social Sciences & Humanities,SH4,The Human Mind and Its Complexity,"Cognitive science, psychology, linguistics, philosophy of mind",SH4_6,"Learning, memory; cognition in ageing",
SH,Social Sciences & Humanities,SH4,The Human Mind and Its Complexity,"Cognitive science, psychology, linguistics, philosophy of mind",SH4_7,"Reasoning, decision-making; intelligence",
SH,Social Sciences & Humanities,SH4,The Human Mind and Its Complexity,"Cognitive science, psychology, linguistics, philosophy of mind",SH4_8,Language learning and processing,first and second languages
SH,Social Sciences & Humanities,SH4,The Human Mind and Its Complexity,"Cognitive science, psychology, linguistics, philosophy of mind",SH4_9,Theoretical linguistics; computational linguistics,
SH,Social Sciences & Humanities,SH4,The Human Mind and Its Complexity,"Cognitive science, psychology, linguistics, philosophy of mind",SH4_10,Language typology; historical linguistics,
SH,Social Sciences & Humanities,SH4,The Human Mind and Its Complexity,"Cognitive science, psychology, linguistics, philosophy of mind",SH4_11,"Pragmatics, sociolinguistics, linguistic anthropology, discourse analysis",
SH,Social Sciences & Humanities,SH4,The Human Mind and Its Complexity,"Cognitive science, psychology, linguistics, philosophy of mind",SH4_12,"Philosophy of mind, philosophy of language",
SH,Social Sciences & Humanities,SH4,The Human Mind and Its Complexity,"Cognitive science, psychology, linguistics, philosophy of mind",SH4_13,"Philosophy of science, epistemology, logic",
SH,Social Sciences & Humanities,SH5,Cultures and Cultural Production,"Literature, philology, cultural studies, study of the arts, philosophy",SH5_1,"Classics, ancient literature and art",
SH,Social Sciences & Humanities,SH5,Cultures and Cultural Production,"Literature, philology, cultural studies, study of the arts, philosophy",SH5_2,"Theory and history of literature, comparative literature",
SH,Social Sciences & Humanities,SH5,Cultures and Cultural Production,"Literature, philology, cultural studies, study of the arts, philosophy",SH5_3,Philology and palaeography,
SH,Social Sciences & Humanities,SH5,Cultures and Cultural Production,"Literature, philology, cultural studies, study of the arts, philosophy",SH5_4,"Visual and performing arts, film, design",
SH,Social Sciences & Humanities,SH5,Cultures and Cultural Production,"Literature, philology, cultural studies, study of the arts, philosophy",SH5_5,Music and musicology;history of music,
SH,Social Sciences & Humanities,SH5,Cultures and Cultural Production,"Literature, philology, cultural studies, study of the arts, philosophy",SH5_6,"History of art and architecture, arts-based research",
SH,Social Sciences & Humanities,SH5,Cultures and Cultural Production,"Literature, philology, cultural studies, study of the arts, philosophy",SH5_7,"Museums, exhibitions, conservation and restoration",
SH,Social Sciences & Humanities,SH5,Cultures and Cultural Production,"Literature, philology, cultural studies, study of the arts, philosophy",SH5_8,"Cultural studies, cultural identities and memories, cultural heritage",
SH,Social Sciences & Humanities,SH5,Cultures and Cultural Production,"Literature, philology, cultural studies, study of the arts, philosophy",SH5_9,"Metaphysics, philosophical anthropology; aesthetics",
SH,Social Sciences & Humanities,SH5,Cultures and Cultural Production,"Literature, philology, cultural studies, study of the arts, philosophy",SH5_10,Ethics; social and political philosophy,
SH,Social Sciences & Humanities,SH5,Cultures and Cultural Production,"Literature, philology, cultural studies, study of the arts, philosophy",SH5_11,History of philosophy,
SH,Social Sciences & Humanities,SH5,Cultures and Cultural Production,"Literature, philology, cultural studies, study of the arts, philosophy",SH5_12,Computational modelling and digitisation in the cultural sphere,
SH,Social Sciences & Humanities,SH6,The Study of the Human Past,Archaeology and history,SH6_1,"Historiography, theory and methods in history",
SH,Social Sciences & Humanities,SH6,The Study of the Human Past,Archaeology and history,SH6_2,"Classical archaeology, history of archaeology",
SH,Social Sciences & Humanities,SH6,The Study of the Human Past,Archaeology and history,SH6_3,"General archaeology, archaeometry, landscape archaeology",
SH,Social Sciences & Humanities,SH6,The Study of the Human Past,Archaeology and history,SH6_4,"Prehistory, palaeoanthropology, palaeodemography, protohistory",
SH,Social Sciences & Humanities,SH6,The Study of the Human Past,Archaeology and history,SH6_5,Ancient history,
SH,Social Sciences & Humanities,SH6,The Study of the Human Past,Archaeology and history,SH6_6,Medieval history,
SH,Social Sciences & Humanities,SH6,The Study of the Human Past,Archaeology and history,SH6_7,Early modern history,
SH,Social Sciences & Humanities,SH6,The Study of the Human Past,Archaeology and history,SH6_8,Modern and contemporary history,
SH,Social Sciences & Humanities,SH6,The Study of the Human Past,Archaeology and history,SH6_9,Colonial and post-colonial history,
SH,Social Sciences & Humanities,SH6,The Study of the Human Past,Archaeology and history,SH6_10,"Global history, transnational history, comparative history, entangled histories",
SH,Social Sciences & Humanities,SH6,The Study of the Human Past,Archaeology and history,SH6_11,Social and economic history,
SH,Social Sciences & Humanities,SH6,The Study of the Human Past,Archaeology and history,SH6_12,Gender history; cultural history; history of collective identities and memories,
SH,Social Sciences & Humanities,SH6,The Study of the Human Past,Archaeology and history,SH6_13,"History of ideas, intellectual history, history of economic though",
SH,Social Sciences & Humanities,SH6,The Study of the Human Past,Archaeology and history,SH6_14,"History of science, medicine and technologies",
