id_obbligo,label_ita_obbligo,organizzazione_nome,organizzazione_ipa,classificazione_S13_codice
040202,Obbligo di pubblicazione del numero di posti di funzione disponibili,Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
040203,Obbligo di pubblicazione del ruolo dirigenti,Regione Autonoma Trentino-Alto Adige/Suedtirol,,201
040301,Obbligo di pubblicazione concernente i dirigenti cessati,Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
020201,Obbligo di pubblicazione delle sanzioni per mancata comunicazione dei dati,Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
040501,Obbligo di pubblicazione concernente i titolari di posizioni organizzative,Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
040601,Obbligo di pubblicazione concernente la dotazione organica,Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
040701,Obbligo di pubblicazione concernente il personale non a tempo indeterminato,Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
04070101,Obbligo di pubblicazione concernente il costo del personale non a tempo indeterminato,Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
040801,Obbligo di pubblicazione dei tassi di assenza trimestrali,Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
040901,Obbligo di pubblicazione riguardante gli incarichi conferiti e autorizzati ai dipendenti,Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
041001,Obbligo di pubblicazione riguardante i riferimenti alla contrattazione collettiva,Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
041101,Obbligo di pubblicazione riguardante i riferimenti alla contrattazione integrativa,Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
04110101,Obbligo di pubblicazione riguardante il costo dei contratti integrativi,Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
050101,Obbligo di pubblicazione relativo all'elenco dei bandi espletati ,Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
050102,Obbligo di pubblicazione relativo ai bandi di concorso,Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
060101,Obbligo di pubblicazione del sistema di misurazione e valutazione della Performance,Regione Autonoma Trentino-Alto Adige/Suedtirol,,201
060201,Obbligo di pubblicazione del Piano della Performance e Piano esecutivo di gestione,Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
060301,Obbligo di pubblicazione della Relazione sulla Performance,Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
060401,Obbligo di pubblicazione dell'ammontare complessivo dei premi,Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
060501,Obbligo di pubblicazione dei dati relativi ai premi,Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
070101,Obbligo di pubblicazione dei dati relativi agli enti pubblici vigilati,Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
070201,Obbligo di pubblicazione dei dati relativi alle società  partecipate,Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
070301,Obbligo di pubblicazione dei dati relativi agli enti di diritto privato controllati,Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
070401,Obbligo di pubblicazione della rappresentazione grafica degli enti controllati,Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
080101,Obbligo di pubblicazione relativi alle tipologie di procedimenti amministrativi ,Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
080201,Obbligo di pubblicazione dei recapiti dell'ufficio responsabile,Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
090101,Obbligo di pubblicazione concernente provvedimenti degli organi di indirizzo politico,Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
090201,Obbligo di pubblicazione concernente provvedimenti di dirigenti amministrativi,Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
100101,Obbligo di pubblicazione dei dati relativi alle procedure di gara anno corrente,Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
100102,Obbligo di pubblicazione dei dati relativi alle procedure di gara anni passati,Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
100201,"Obbligo di pubblicazione concernente atti relativi alla programmazione di lavori, opere, servizi e forniture",Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
100202,Obbligo di pubblicazione concernente atti relativi alle procedure per l'affidamento di appalti pubblici,Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
100203,Obbligo di pubblicazione concernente provvedimenti di esclusione e di ammissione,Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
100204,Obbligo di pubblicazione concernente la commissione giudicatrice,Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
100205,Obbligo di pubblicazione concernente i contratti di acquisto di beni e servizi,Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
100206,Obbligo di pubblicazione concernente i resoconti della gestione finanziaria dei contratti al termine della loro esecuzione,Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
110101,"Obbligo di pubblicazione di criteri e modalità  di concessione di sovvenzioni, contributi, sussidi ed ausili finanziari",Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
110201,Obbligo di pubblicazione di atti di concessione,Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
120101,Obbligo di pubblicazione del bilancio preventivo,Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
120102,Obbligo di pubblicazione del bilancio consuntivo,Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
120201,Obbligo di pubblicazione del piano degli indicatori e dei risultati attesi di bilancio,Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
130101,Obbligo di pubblicazione concernente il patrimonio immobiliare,Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
130201,Obbligo di pubblicazione concernente canoni di locazione,Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
140101,Obbligo di pubblicazione concernente gli atti degli organismi di valutazione,Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
140201,Obbligo di pubblicazione concernente le relazioni degli organi di revisione amministrativa e contabile,Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
140301,Obbligo di pubblicazione concernente i rilievi Corte dei conti,Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
150101,Obbligo di pubblicazione concernente carta dei servizi e standard di qualità ,Regione Autonoma Trentino-Alto Adige/Suedtirol,,201
150201,Obbligo di pubblicazione concernente la class action,Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
150301,Obbligo di pubblicazione concernentei costi contabilizzati,Regione Autonoma Trentino-Alto Adige/Suedtirol,,201
150401,Obbligo di pubblicazione concernente le liste di attesa,Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
150401,Obbligo di pubblicazione concernente i dati relativi alle liste d'attesa,Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
150501,Obbligo di pubblicazione concernente l'utilizzo e gradimento servizi in rete,Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
150601,Obbligo di pubblicazione dei dati sui pagamenti,Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
150701,Obbligo di pubblicazione dei dati sui pagamenti del SSN,Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
150801,Obbligo di pubblicazione relativo all'indicatore di tempestività  dei pagamenti,Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
15080101,Obbligo di pubblicazione relativo all'indicatore trimestrale di tempestività  dei pagamenti,Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
150802,Obbligo di pubblicazione relativo all'ammontare complessivo dei debiti,Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
150901,Obbligo di pubblicazione delle informazioni su iBAN e pagamenti informatici,Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
160101,Obbligo di pubblicazione relativo ai nuclei di valutazione e verifica degli investimenti pubblici ,Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
160201,Obbligo di pubblicazione degli atti di programmazione delle opere pubbliche,Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
160301,"Obbligo di pubblicazione di tempi, costi unitari e indicatori di realizzazione delle opere pubbliche in corso o completate.",Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
170101,Obbligo di trasparenza concernente gli atti di governo del territorio,Regione Autonoma Trentino-Alto Adige/Suedtirol,,201
170102,Obbligo di trasparenza concernente la documentazione relativa a ciascun procedimento di presentazione e approvazione delle proposte di trasformazione urbanistica,Regione Autonoma Trentino-Alto Adige/Suedtirol,,201
180101,Obbligo di pubblicazione delle informazioni ambientali,Regione Autonoma Trentino-Alto Adige/Suedtirol,,201
190101,Obbligo di pubblicazione concernente le strutture sanitarie private accreditate,Regione Autonoma Trentino-Alto Adige/Suedtirol,,201
200101,Obbligo di pubblicazione concernente gli interventi straordinari e di emergenza,Regione Autonoma Trentino-Alto Adige/Suedtirol,,201
010101,Obbligo inerente la pubblicazione del Piano triennale per la prevenzione della corruzione e della trasparenza (PTCT),Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
210102,Obbligo di pubblicazione riguardante il responsabile della prevenzione della corruzione e della trasparenza,Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
210104,Obbligo di pubblicazione della relazione del responsabile della prevenzione della corruzione e della trasparenza ,Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
210105,Obbligo di pubblicazione dei provvedimenti adottati dall'A.N.AC. ,Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
210106,Obbligo di pubblicazione di atti di accertamento delle violazioni ,Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
210201,"Obbligo di pubblicazione concernente le richeste di accesso civico ""semplice""",Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
210202,"Obbligo di pubblicazione concernente le richeste di accesso civico ""generalizzato""",Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
210203,Obbligo di pubblicazione del registro degli accessi ,Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
210301,"Obbligo di pubblicazione Catalogo dei dati, metadati e delle banche dati",Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
210302,Obbligo di pubblicazione dei regolamenti su accesso telematico e il riutilizzo dei dati,Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
210303,Obbligo di pubblicazione di obiettivi di accessibilità ,Regione Autonoma Trentino-Alto Adige/Suedtirol,r_trenti,201
010101,Obbligo inerente la pubblicazione del Piano triennale per la prevenzione della corruzione e della trasparenza (PTCT),Provincia Autonoma di Trento,p_TN,201
010201,Obbligo di pubblicazione di riferimenti normativi su organizzazione e attività ,Provincia Autonoma di Trento,p_TN,201
010202,Obbligo di pubblicazione di atti amministrativi generali,Provincia Autonoma di Trento,p_TN,201
010203,Obbligo di pubblicazione di documenti di programmazione strategico-gestionale,Provincia Autonoma di Trento,p_TN,201
010204,Obbligo di pubblicazione di statuti e leggi regionali,Provincia Autonoma di Trento,p_TN,201
010205,Obbligo di pubblicazione del codice disciplinare e codice di condotta,Provincia Autonoma di Trento,p_TN,201
010301,Obbligo di pubblicazione dello scadenzario obblighi amministrativi,Provincia Autonoma di Trento,p_TN,201
020102,Obbligo di pubblicazione concernente i titolari di incarichi politici,Provincia Autonoma di Trento,p_TN,201
020107,"Obbligo di pubblicazione concernente i titolari di incarichi di amministrazione, di direzione o di governo",Provincia Autonoma di Trento,,201
020106,Obbligo di pubblicazione concernente i titolari cessati dall'incarico,Provincia Autonoma di Trento,p_TN,201
020201,Obbligo di pubblicazione delle sanzioni per mancata comunicazione dei dati,Provincia Autonoma di Trento,p_TN,201
020301,Obbligo di pubblicazione dei rendiconti gruppi consiliari regionali e provinciali,Provincia Autonoma di Trento,p_TN,201
020302,Obbligo di pubblicazione degli atti degli organi di controllo,Provincia Autonoma di Trento,p_TN,201
020401,Obbligo di pubblicazione concernente l'articolazione degli uffici,Provincia Autonoma di Trento,p_TN,201
020501,Obbligo di pubblicazione dei recapiti degli uffici,Provincia Autonoma di Trento,p_TN,201
030101,Obbligo di pubblicazione concernente i titolari di incarichi di collaborazione o consulenza,Provincia Autonoma di Trento,p_TN,201
030201,Obbligo di pubblicazione concernente gli amministratori e gli esperti nominati da organi giurisdizionali o amministrativi,Provincia Autonoma di Trento,,201
30301,Obbligo di pubblicazione concernente gli amministratori e gli esperti nominati da parte dei Prefetti,Provincia Autonoma di Trento,,201
040101,Obbligo di pubblicazione concernente i titolari di incarichi amministrativi di vertice,Provincia Autonoma di Trento,p_TN,201
040102 040201,Obbligo di pubblicazione concernente i titolari di incarichi dirigenziali,Provincia Autonoma di Trento,p_TN,201
040202,Obbligo di pubblicazione del numero di posti di funzione disponibili,Provincia Autonoma di Trento,p_TN,201
040203,Obbligo di pubblicazione del ruolo dirigenti,Provincia Autonoma di Trento,,201
040301,Obbligo di pubblicazione concernente i dirigenti cessati,Provincia Autonoma di Trento,p_TN,201
020201,Obbligo di pubblicazione delle sanzioni per mancata comunicazione dei dati,Provincia Autonoma di Trento,p_TN,201
040501,Obbligo di pubblicazione concernente i titolari di posizioni organizzative,Provincia Autonoma di Trento,p_TN,201
040601,Obbligo di pubblicazione concernente la dotazione organica,Provincia Autonoma di Trento,p_TN,201
040701,Obbligo di pubblicazione concernente il personale non a tempo indeterminato,Provincia Autonoma di Trento,p_TN,201
04070101,Obbligo di pubblicazione concernente il costo del personale non a tempo indeterminato,Provincia Autonoma di Trento,p_TN,201
040801,Obbligo di pubblicazione dei tassi di assenza trimestrali,Provincia Autonoma di Trento,p_TN,201
040901,Obbligo di pubblicazione riguardante gli incarichi conferiti e autorizzati ai dipendenti,Provincia Autonoma di Trento,p_TN,201
041001,Obbligo di pubblicazione riguardante i riferimenti alla contrattazione collettiva,Provincia Autonoma di Trento,p_TN,201
041101,Obbligo di pubblicazione riguardante i riferimenti alla contrattazione integrativa,Provincia Autonoma di Trento,p_TN,201
04110101,Obbligo di pubblicazione riguardante il costo dei contratti integrativi,Provincia Autonoma di Trento,p_TN,201
050101,Obbligo di pubblicazione relativo all'elenco dei bandi espletati ,Provincia Autonoma di Trento,p_TN,201
050102,Obbligo di pubblicazione relativo ai bandi di concorso,Provincia Autonoma di Trento,p_TN,201
060101,Obbligo di pubblicazione del sistema di misurazione e valutazione della Performance,Provincia Autonoma di Trento,p_TN,201
060201,Obbligo di pubblicazione del Piano della Performance e Piano esecutivo di gestione,Provincia Autonoma di Trento,p_TN,201
060301,Obbligo di pubblicazione della Relazione sulla Performance,Provincia Autonoma di Trento,p_TN,201
060401,Obbligo di pubblicazione dell'ammontare complessivo dei premi,Provincia Autonoma di Trento,p_TN,201
060501,Obbligo di pubblicazione dei dati relativi ai premi,Provincia Autonoma di Trento,p_TN,201
070101,Obbligo di pubblicazione dei dati relativi agli enti pubblici vigilati,Provincia Autonoma di Trento,p_TN,201
070201,Obbligo di pubblicazione dei dati relativi alle società  partecipate,Provincia Autonoma di Trento,p_TN,201
070301,Obbligo di pubblicazione dei dati relativi agli enti di diritto privato controllati,Provincia Autonoma di Trento,p_TN,201
070401,Obbligo di pubblicazione della rappresentazione grafica degli enti controllati,Provincia Autonoma di Trento,p_TN,201
080101,Obbligo di pubblicazione relativi alle tipologie di procedimenti amministrativi ,Provincia Autonoma di Trento,p_TN,201
080201,Obbligo di pubblicazione dei recapiti dell'ufficio responsabile,Provincia Autonoma di Trento,p_TN,201
090101,Obbligo di pubblicazione concernente provvedimenti degli organi di indirizzo politico,Provincia Autonoma di Trento,p_TN,201
090201,Obbligo di pubblicazione concernente provvedimenti di dirigenti amministrativi,Provincia Autonoma di Trento,p_TN,201
100101,Obbligo di pubblicazione dei dati relativi alle procedure di gara anno corrente,Provincia Autonoma di Trento,p_TN,201
100102,Obbligo di pubblicazione dei dati relativi alle procedure di gara anni passati,Provincia Autonoma di Trento,p_TN,201
100201,"Obbligo di pubblicazione concernente atti relativi alla programmazione di lavori, opere, servizi e forniture",Provincia Autonoma di Trento,p_TN,201
100202,Obbligo di pubblicazione concernente atti relativi alle procedure per l'affidamento di appalti pubblici,Provincia Autonoma di Trento,p_TN,201
100203,Obbligo di pubblicazione concernente provvedimenti di esclusione e di ammissione,Provincia Autonoma di Trento,p_TN,201
100204,Obbligo di pubblicazione concernente la commissione giudicatrice,Provincia Autonoma di Trento,p_TN,201
100205,Obbligo di pubblicazione concernente i contratti di acquisto di beni e servizi,Provincia Autonoma di Trento,p_TN,201
100206,Obbligo di pubblicazione concernente i resoconti della gestione finanziaria dei contratti al termine della loro esecuzione,Provincia Autonoma di Trento,p_TN,201
110101,"Obbligo di pubblicazione di criteri e modalità  di concessione di sovvenzioni, contributi, sussidi ed ausili finanziari",Provincia Autonoma di Trento,p_TN,201
110201,Obbligo di pubblicazione di atti di concessione,Provincia Autonoma di Trento,p_TN,201
120101,Obbligo di pubblicazione del bilancio preventivo,Provincia Autonoma di Trento,p_TN,201
120102,Obbligo di pubblicazione del bilancio consuntivo,Provincia Autonoma di Trento,p_TN,201
120201,Obbligo di pubblicazione del piano degli indicatori e dei risultati attesi di bilancio,Provincia Autonoma di Trento,p_TN,201
130101,Obbligo di pubblicazione concernente il patrimonio immobiliare,Provincia Autonoma di Trento,p_TN,201
130201,Obbligo di pubblicazione concernente canoni di locazione,Provincia Autonoma di Trento,p_TN,201
140101,Obbligo di pubblicazione concernente gli atti degli organismi di valutazione,Provincia Autonoma di Trento,p_TN,201
140201,Obbligo di pubblicazione concernente le relazioni degli organi di revisione amministrativa e contabile,Provincia Autonoma di Trento,p_TN,201
140301,Obbligo di pubblicazione concernente i rilievi Corte dei conti,Provincia Autonoma di Trento,p_TN,201
150101,Obbligo di pubblicazione concernente carta dei servizi e standard di qualità ,Provincia Autonoma di Trento,p_TN,201
150201,Obbligo di pubblicazione concernente la class action,Provincia Autonoma di Trento,p_TN,201
150301,Obbligo di pubblicazione concernentei costi contabilizzati,Provincia Autonoma di Trento,p_TN,201
150401,Obbligo di pubblicazione concernente le liste di attesa,Provincia Autonoma di Trento,p_TN,201
150401,Obbligo di pubblicazione concernente i dati relativi alle liste d'attesa,Provincia Autonoma di Trento,p_TN,201
150501,Obbligo di pubblicazione concernente l'utilizzo e gradimento servizi in rete,Provincia Autonoma di Trento,p_TN,201
150601,Obbligo di pubblicazione dei dati sui pagamenti,Provincia Autonoma di Trento,p_TN,201
150701,Obbligo di pubblicazione dei dati sui pagamenti del SSN,Provincia Autonoma di Trento,p_TN,201
150801,Obbligo di pubblicazione relativo all'indicatore di tempestività  dei pagamenti,Provincia Autonoma di Trento,p_TN,201
15080101,Obbligo di pubblicazione relativo all'indicatore trimestrale di tempestività  dei pagamenti,Provincia Autonoma di Trento,p_TN,201
150802,Obbligo di pubblicazione relativo all'ammontare complessivo dei debiti,Provincia Autonoma di Trento,p_TN,201
150901,Obbligo di pubblicazione delle informazioni su iBAN e pagamenti informatici,Provincia Autonoma di Trento,p_TN,201
160101,Obbligo di pubblicazione relativo ai nuclei di valutazione e verifica degli investimenti pubblici ,Provincia Autonoma di Trento,p_TN,201
160201,Obbligo di pubblicazione degli atti di programmazione delle opere pubbliche,Provincia Autonoma di Trento,p_TN,201
160301,"Obbligo di pubblicazione di tempi, costi unitari e indicatori di realizzazione delle opere pubbliche in corso o completate.",Provincia Autonoma di Trento,p_TN,201
170101,Obbligo di trasparenza concernente gli atti di governo del territorio,Provincia Autonoma di Trento,p_TN,201
170102,Obbligo di trasparenza concernente la documentazione relativa a ciascun procedimento di presentazione e approvazione delle proposte di trasformazione urbanistica,Provincia Autonoma di Trento,,201
180101,Obbligo di pubblicazione delle informazioni ambientali,Provincia Autonoma di Trento,p_TN,201
190101,Obbligo di pubblicazione concernente le strutture sanitarie private accreditate,Provincia Autonoma di Trento,p_TN,201
200101,Obbligo di pubblicazione concernente gli interventi straordinari e di emergenza,Provincia Autonoma di Trento,p_TN,201
010101,Obbligo inerente la pubblicazione del Piano triennale per la prevenzione della corruzione e della trasparenza (PTCT),Provincia Autonoma di Trento,p_TN,201
210102,Obbligo di pubblicazione riguardante il responsabile della prevenzione della corruzione e della trasparenza,Provincia Autonoma di Trento,p_TN,201
210104,Obbligo di pubblicazione della relazione del responsabile della prevenzione della corruzione e della trasparenza ,Provincia Autonoma di Trento,p_TN,201
210105,Obbligo di pubblicazione dei provvedimenti adottati dall'A.N.AC. ,Provincia Autonoma di Trento,p_TN,201
210106,Obbligo di pubblicazione di atti di accertamento delle violazioni ,Provincia Autonoma di Trento,p_TN,201
210201,"Obbligo di pubblicazione concernente le richeste di accesso civico ""semplice""",Provincia Autonoma di Trento,p_TN,201
210202,"Obbligo di pubblicazione concernente le richeste di accesso civico ""generalizzato""",Provincia Autonoma di Trento,p_TN,201
210203,Obbligo di pubblicazione del registro degli accessi ,Provincia Autonoma di Trento,p_TN,201
210301,"Obbligo di pubblicazione Catalogo dei dati, metadati e delle banche dati",Provincia Autonoma di Trento,p_TN,201
210302,Obbligo di pubblicazione dei regolamenti su accesso telematico e il riutilizzo dei dati,Provincia Autonoma di Trento,p_TN,201
210303,Obbligo di pubblicazione di obiettivi di accessibilità ,Provincia Autonoma di Trento,p_TN,201
010101,Obbligo inerente la pubblicazione del Piano triennale per la prevenzione della corruzione e della trasparenza (PTCT),Provincia Autonoma di Bolzano,p_bz,201
010201,Obbligo di pubblicazione di riferimenti normativi su organizzazione e attività ,Provincia Autonoma di Bolzano,p_bz,201
010202,Obbligo di pubblicazione di atti amministrativi generali,Provincia Autonoma di Bolzano,p_bz,201
010203,Obbligo di pubblicazione di documenti di programmazione strategico-gestionale,Provincia Autonoma di Bolzano,p_bz,201
010204,Obbligo di pubblicazione di statuti e leggi regionali,Provincia Autonoma di Bolzano,p_bz,201
010205,Obbligo di pubblicazione del codice disciplinare e codice di condotta,Provincia Autonoma di Bolzano,p_bz,201
010301,Obbligo di pubblicazione dello scadenzario obblighi amministrativi,Provincia Autonoma di Bolzano,p_bz,201
020102,Obbligo di pubblicazione concernente i titolari di incarichi politici,Provincia Autonoma di Bolzano,p_bz,201
020107,"Obbligo di pubblicazione concernente i titolari di incarichi di amministrazione, di direzione o di governo",Provincia Autonoma di Bolzano,,201
020106,Obbligo di pubblicazione concernente i titolari cessati dall'incarico,Provincia Autonoma di Bolzano,p_bz,201
020201,Obbligo di pubblicazione delle sanzioni per mancata comunicazione dei dati,Provincia Autonoma di Bolzano,p_bz,201
020301,Obbligo di pubblicazione dei rendiconti gruppi consiliari regionali e provinciali,Provincia Autonoma di Bolzano,p_bz,201
020302,Obbligo di pubblicazione degli atti degli organi di controllo,Provincia Autonoma di Bolzano,p_bz,201
020401,Obbligo di pubblicazione concernente l'articolazione degli uffici,Provincia Autonoma di Bolzano,p_bz,201
020501,Obbligo di pubblicazione dei recapiti degli uffici,Provincia Autonoma di Bolzano,p_bz,201
030101,Obbligo di pubblicazione concernente i titolari di incarichi di collaborazione o consulenza,Provincia Autonoma di Bolzano,p_bz,201
030201,Obbligo di pubblicazione concernente gli amministratori e gli esperti nominati da organi giurisdizionali o amministrativi,Provincia Autonoma di Bolzano,,201
30301,Obbligo di pubblicazione concernente gli amministratori e gli esperti nominati da parte dei Prefetti,Provincia Autonoma di Bolzano,,201
040101,Obbligo di pubblicazione concernente i titolari di incarichi amministrativi di vertice,Provincia Autonoma di Bolzano,p_bz,201
040102 040201,Obbligo di pubblicazione concernente i titolari di incarichi dirigenziali,Provincia Autonoma di Bolzano,p_bz,201
040202,Obbligo di pubblicazione del numero di posti di funzione disponibili,Provincia Autonoma di Bolzano,p_bz,201
040203,Obbligo di pubblicazione del ruolo dirigenti,Provincia Autonoma di Bolzano,,201
040301,Obbligo di pubblicazione concernente i dirigenti cessati,Provincia Autonoma di Bolzano,p_bz,201
020201,Obbligo di pubblicazione delle sanzioni per mancata comunicazione dei dati,Provincia Autonoma di Bolzano,p_bz,201
040501,Obbligo di pubblicazione concernente i titolari di posizioni organizzative,Provincia Autonoma di Bolzano,p_bz,201
040601,Obbligo di pubblicazione concernente la dotazione organica,Provincia Autonoma di Bolzano,p_bz,201
040701,Obbligo di pubblicazione concernente il personale non a tempo indeterminato,Provincia Autonoma di Bolzano,p_bz,201
04070101,Obbligo di pubblicazione concernente il costo del personale non a tempo indeterminato,Provincia Autonoma di Bolzano,p_bz,201
040801,Obbligo di pubblicazione dei tassi di assenza trimestrali,Provincia Autonoma di Bolzano,p_bz,201
040901,Obbligo di pubblicazione riguardante gli incarichi conferiti e autorizzati ai dipendenti,Provincia Autonoma di Bolzano,p_bz,201
041001,Obbligo di pubblicazione riguardante i riferimenti alla contrattazione collettiva,Provincia Autonoma di Bolzano,p_bz,201
041101,Obbligo di pubblicazione riguardante i riferimenti alla contrattazione integrativa,Provincia Autonoma di Bolzano,p_bz,201
04110101,Obbligo di pubblicazione riguardante il costo dei contratti integrativi,Provincia Autonoma di Bolzano,p_bz,201
050101,Obbligo di pubblicazione relativo all'elenco dei bandi espletati ,Provincia Autonoma di Bolzano,p_bz,201
050102,Obbligo di pubblicazione relativo ai bandi di concorso,Provincia Autonoma di Bolzano,p_bz,201
060101,Obbligo di pubblicazione del sistema di misurazione e valutazione della Performance,Provincia Autonoma di Bolzano,p_bz,201
060201,Obbligo di pubblicazione del Piano della Performance e Piano esecutivo di gestione,Provincia Autonoma di Bolzano,p_bz,201
060301,Obbligo di pubblicazione della Relazione sulla Performance,Provincia Autonoma di Bolzano,p_bz,201
060401,Obbligo di pubblicazione dell'ammontare complessivo dei premi,Provincia Autonoma di Bolzano,p_bz,201
060501,Obbligo di pubblicazione dei dati relativi ai premi,Provincia Autonoma di Bolzano,p_bz,201
070101,Obbligo di pubblicazione dei dati relativi agli enti pubblici vigilati,Provincia Autonoma di Bolzano,p_bz,201
070201,Obbligo di pubblicazione dei dati relativi alle società  partecipate,Provincia Autonoma di Bolzano,p_bz,201
070301,Obbligo di pubblicazione dei dati relativi agli enti di diritto privato controllati,Provincia Autonoma di Bolzano,p_bz,201
070401,Obbligo di pubblicazione della rappresentazione grafica degli enti controllati,Provincia Autonoma di Bolzano,p_bz,201
080101,Obbligo di pubblicazione relativi alle tipologie di procedimenti amministrativi ,Provincia Autonoma di Bolzano,p_bz,201
080201,Obbligo di pubblicazione dei recapiti dell'ufficio responsabile,Provincia Autonoma di Bolzano,p_bz,201
090101,Obbligo di pubblicazione concernente provvedimenti degli organi di indirizzo politico,Provincia Autonoma di Bolzano,p_bz,201
090201,Obbligo di pubblicazione concernente provvedimenti di dirigenti amministrativi,Provincia Autonoma di Bolzano,p_bz,201
100101,Obbligo di pubblicazione dei dati relativi alle procedure di gara anno corrente,Provincia Autonoma di Bolzano,p_bz,201
100102,Obbligo di pubblicazione dei dati relativi alle procedure di gara anni passati,Provincia Autonoma di Bolzano,p_bz,201
100201,"Obbligo di pubblicazione concernente atti relativi alla programmazione di lavori, opere, servizi e forniture",Provincia Autonoma di Bolzano,p_bz,201
100202,Obbligo di pubblicazione concernente atti relativi alle procedure per l'affidamento di appalti pubblici,Provincia Autonoma di Bolzano,p_bz,201
100203,Obbligo di pubblicazione concernente provvedimenti di esclusione e di ammissione,Provincia Autonoma di Bolzano,p_bz,201
100204,Obbligo di pubblicazione concernente la commissione giudicatrice,Provincia Autonoma di Bolzano,p_bz,201
100205,Obbligo di pubblicazione concernente i contratti di acquisto di beni e servizi,Provincia Autonoma di Bolzano,p_bz,201
100206,Obbligo di pubblicazione concernente i resoconti della gestione finanziaria dei contratti al termine della loro esecuzione,Provincia Autonoma di Bolzano,p_bz,201
